COD,MUNIC
411750,"PAICANDU, PR"
314660,"PAIVA, MG"
421200,"PALMA SOLA, SC"
220680,"NOSSA SENHORA DOS REMEDIOS, PI"
431290,"NOVA BASSANO, RS"
110014,"NOVA BRASILANDIA D'OESTE, RO"
292270,"NOVA CANAA, BA"
353284,"NOVA CANAA PAULISTA, SP"
431301,"NOVA CANDELARIA, RS"
210725,"NOVA COLINAS, MA"
411690,"NOVA ESPERANCA, PR"
353290,"NOVA EUROPA, SP"
353300,"NOVA GRANADA, SP"
353310,"NOVA GUATAPORANGA, SP"
292275,"NOVA IBIA, BA"
210730,"NOVA IORQUE, MA"
420240,"BLUMENAU, SC"
410300,"BOA ESPERANCA, PR"
230240,"BOA VIAGEM, CE"
250215,"BOA VISTA, PB"
410305,"BOA VISTA DA APARECIDA, PR"
430220,"BOA VISTA DO BURICA, RS"
290380,"BOA VISTA DO TUPIM, BA"
270100,"BOCA DA MATA, AL"
310720,"BOCAINA DE MINAS, MG"
410310,"BOCAIUVA DO SUL, PR"
260200,"BODOCO, PE"
330050,"BOM JARDIM, RJ"
430230,"BOM JESUS, RS"
350530,"BARRA BONITA, SP"
250170,"BARRA DE SAO MIGUEL, PB"
430192,"BARRA DO RIO AZUL, RS"
420210,"BARRA VELHA, SC"
220120,"BARRAS, PI"
260005,"ABREU E LIMA, PE"
150020,"ACARA, PA"
230030,"ACOPIARA, CE"
520013,"ACREUNA, GO"
350010,"ADAMANTINA, SP"
290035,"ADUSTINA, BA"
310060,"AGUA BOA, MG"
270010,"AGUA BRANCA, AL"
420040,"AGUA DOCE, SC"
260050,"AGUAS BELAS, PE"
310090,"AGUAS FORMOSAS, MG"
310100,"AGUAS VERMELHAS, MG"
410030,"AGUDOS DO SUL, PR"
310120,"AIURUOCA, MG"
312990,"IBITIURA DE MINAS, MG"
312800,"GUANHAES, MG"
312370,"ENGENHEIRO CALDAS, MG"
430637,"DILERMANDO DE AGUIAR, RS"
250480,"COREMAS, PB"
410540,"CHOPINZINHO, PR"
210290,"CARUTAPERA, MA"
430440,"CANELA, RS"
410340,"CAFEARA, PR"
150170,"BRAGANCA, PA"
310700,"BIQUINHAS, MG"
420000,"MUNICIPIO IGNORADO - SC, SC"
291110,"FORMOSA DO RIO PRETO, BA"
410840,"FRANCISCO BELTRAO, PR"
312400,"ERVALIA, MG"
291060,"ESPLANADA, BA"
312480,"ESTRELA DO SUL, MG"
312070,"CRUZEIRO DA FORTALEZA, MG"
520660,"CUMARI, GO"
312125,"DELTA, MG"
312150,"DESTERRO DO MELO, MG"
220335,"DIRCEU ARCOVERDE, PI"
430645,"DOIS LAJEADOS, RS"
420510,"DONA EMMA, SC"
311810,"CONGONHAS DO NORTE, MG"
311890,"CORDISBURGO, MG"
220285,"CORONEL JOSE DIAS, PI"
110007,"CORUMBIARA, RO"
312015,"CRISOLITA, MG"
290970,"CRISTOPOLIS, BA"
290980,"CRUZ DAS ALMAS, BA"
351160,"CESARIO LANGE, SP"
430537,"CHARRUA, RS"
430544,"CHUVISCA, RS"
311640,"CLARAVAL, MG"
150260,"COLARES, PA"
290830,"CONCEICAO DO ALMEIDA, BA"
290690,"CARAVELAS, BA"
230330,"CARIUS, CE"
311420,"CARMO DO CAJURU, MG"
350850,"CACAPAVA, SP"
290490,"CACHOEIRA, BA"
170382,"CACHOEIRINHA, TO"
430310,"CACHOEIRINHA, RS"
250340,"CACIMBA DE AREIA, PB"
110004,"CACOAL, RO"
311000,"CAETE, MG"
520440,"CAIAPONIA, GO"
240200,"CAICO, RN"
311020,"CAJURI, MG"
311030,"CALDAS, MG"
410350,"CALIFORNIA, PR"
290560,"CAMACAN, BA"
260345,"CAMARAGIBE, PE"
430360,"CAMBARA DO SUL, RS"
420320,"CAMBORIU, SC"
330090,"CAMBUCI, RJ"
311060,"CAMBUI, MG"
150210,"CAMETA, PA"
230260,"CAMOCIM, CE"
311080,"CAMPANARIO, MG"
520460,"CAMPESTRE DE GOIAS, GO"
210255,"CAMPESTRE DO MARANHAO, MA"
430370,"CAMPINA DAS MISSOES, RS"
220800,"PICOS, PI"
315015,"PIEDADE DE CARATINGA, MG"
315050,"PIMENTA, MG"
210850,"PINDARE-MIRIM, MA"
411760,"PALMAS, PR"
421205,"PALMEIRA, SC"
355390,"TARABAI, SP"
160070,"TARTARUGALZINHO, AP"
355400,"TATUI, SP"
130420,"TEFE, AM"
412700,"TEIXEIRA SOARES, PR"
280730,"TELHA, SE"
293150,"TEOFILANDIA, BA"
293170,"TERRA NOVA, BA"
412740,"TERRA ROXA, PR"
241420,"TIBAU DO SUL, RN"
412760,"TIJUCAS DO SUL, PR"
211210,"TIMBIRAS, MA"
211220,"TIMON, MA"
432147,"TIRADENTES DO SUL, RS"
316905,"TOCOS DO MOJI, MG"
316640,"SERITINGA, MG"
421755,"SERRA ALTA, SC"
241340,"SERRA NEGRA DO NORTE, RN"
355150,"SERRANA, SP"
211178,"SERRANO DO MARANHAO, MA"
316695,"SERRANOPOLIS DE MINAS, MG"
316700,"SERRANOS, MG"
293050,"SERRINHA, BA"
316710,"SERRO, MG"
412640,"SERTANEJA, PR"
261410,"SERTANIA, PE"
432050,"SERTAO, RS"
355170,"SERTAOZINHO, SP"
251593,"SERTAOZINHO, PB"
431043,"IPE, RS"
352115,"IPIGUA, SP"
352130,"IPUA, SP"
230590,"IPUEIRAS, CE"
291410,"IPUPIARA, BA"
420775,"IRACEMINHA, SC"
291430,"IRAMAIA, BA"
420780,"IRANI, SC"
231335,"TEJUCUOCA, CE"
241415,"TENENTE LAURENTINO CRUZ, RN"
293160,"TEOLANDIA, BA"
500800,"TERENOS, MS"
330580,"TERESOPOLIS, RJ"
261510,"TEREZINHA, PE"
432143,"TERRA DE AREIA, RS"
355440,"TERRA ROXA, SP"
355450,"TIETE, SP"
355460,"TIMBURI, SP"
172110,"TOCANTINIA, TO"
432045,"SERIO, RS"
355140,"SERRA AZUL, SP"
251550,"SERRA BRANCA, PB"
316660,"SERRA DA SAUDADE, MG"
241330,"SERRA DE SAO BENTO, RN"
241335,"SERRA DO MEL, RN"
160005,"SERRA DO NAVIO, AP"
316680,"SERRA DO SALITRE, MG"
316670,"SERRA DOS AIMORES, MG"
293030,"SERRA DOURADA, BA"
410765,"FAZENDA RIO GRANDE, PR"
280220,"FEIRA NOVA, SE"
240370,"FELIPE GUERRA, RN"
260545,"FERNANDO DE NORONHA, PE"
260550,"FERREIROS, PE"
510380,"FIGUEIROPOLIS D'OESTE, MT"
351580,"FLORA RICA, SP"
260570,"FLORESTA, PE"
150304,"FLORESTA DO ARAGUAIA, PA"
410800,"FLORESTOPOLIS, PR"
430825,"FLORIANO PEIXOTO, RS"
130160,"FONTE BOA, AM"
210409,"FORMOSA DA SERRA NEGRA, MA"
230440,"FORTALEZA, CE"
410845,"FOZ DO JORDAO, PR"
220410,"FRANCISCO AYRES, PI"
351630,"FRANCISCO MORATO, SP"
220420,"FRANCISCO SANTOS, PI"
280230,"FREI PAULO, SE"
250570,"DONA INES, PB"
312320,"DORES DO INDAIA, MG"
312330,"DORES DO TURVO, MG"
260515,"DORMENTES, PE"
354840,"SANTOPOLIS DO AGUAPEI, SP"
211040,"SAO BENEDITO DO RIO PRETO, MA"
354860,"SAO BENTO DO SAPUCAI, SP"
261300,"SAO BENTO DO UNA, PE"
211060,"SAO BERNARDO, MA"
421590,"SAO BONIFACIO, SC"
220070,"ANISIO DE ABREU, PI"
410120,"ANTONINA, PR"
310290,"ANTONIO CARLOS, MG"
500090,"ANTONIO JOAO, MS"
430080,"ANTONIO PRADO, RS"
350260,"APARECIDA D'OESTE, SP"
320050,"APIACA, ES"
210083,"APICUM-ACU, MA"
290195,"APUAREMA, BA"
420127,"ARABUTA, SC"
280030,"ARACAJU, SE"
314085,"MATIAS CARDOSO, MG"
431215,"MATO LEITAO, RS"
421070,"MATOS COSTA, SC"
314120,"MATUTINA, MG"
411575,"MAUA DA SERRA, PR"
160040,"MAZAGAO, AP"
292110,"MEDEIROS NETO, BA"
150445,"MEDICILANDIA, PA"
421080,"MELEIRO, SC"
150450,"MELGACO, PA"
330280,"MENDES, RJ"
352950,"MENDONCA, SP"
352960,"MERIDIANO, SP"
352965,"MESOPOLIS, SP"
292130,"MILAGRES, BA"
220635,"MILTON BRANDAO, PI"
314190,"MINDURI, MG"
352990,"MIRACATU, SP"
210670,"MIRADOR, MA"
353400,"ONDA VERDE, SP"
353420,"ORINDIUVA, SP"
353430,"ORLANDIA, SP"
260980,"OROCO, PE"
353440,"OSASCO, SP"
353460,"OSVALDO CRUZ, SP"
150543,"OURILANDIA DO NORTE, PA"
314590,"OURO BRANCO, MG"
411745,"OURO VERDE DO OESTE, PR"
421187,"PAIAL, SC"
421189,"PAINEL, SC"
220735,"PAJEU DO PIAUI, PI"
150549,"PALESTINA DO PARA, PA"
314670,"PALMA, MG"
510590,"NOBRES, MT"
140040,"NORMANDIA, RR"
280450,"NOSSA SENHORA DA GLORIA, SE"
510610,"NOSSA SENHORA DO LIVRAMENTO, MT"
500620,"NOVA ANDRADINA, MS"
510615,"NOVA BANDEIRANTES, MT"
240830,"NOVA CRUZ, RN"
431303,"NOVA ESPERANCA DO SUL, RS"
521486,"NOVA GLORIA, GO"
292280,"NOVA ITARANA, BA"
411705,"NOVA LARANJEIRAS, PR"
314490,"NOVA MODICA, MG"
353340,"NOVA ODESSA, SP"
431308,"NOVA PADUA, RS"
314500,"NOVA PONTE, MG"
220620,"MIGUEL ALVES, PI"
292020,"MALHADA, BA"
250850,"LIVRAMENTO, PB"
351685,"GAVIAO PEIXOTO, SP"
220450,"GUADALUPE, PI"
230428,"EUSEBIO, CE"
280200,"DIVINA PASTORA, SE"
420420,"CHAPECO, SC"
311140,"CAMPO FLORIDO, MG"
430469,"CAPITAO, RS"
520393,"BURITI DE GOIAS, GO"
410240,"BANDEIRANTES, PR"
240010,"ACARI, RN"
420110,"ANITAPOLIS, SC"
270030,"ARAPIRACA, AL"
522119,"TEREZOPOLIS DE GOIAS, GO"
412065,"QUARTO CENTENARIO, PR"
411360,"LOBATO, PR"
351920,"IACRI, SP"
520870,"GOIANIA, GO"
354930,"SAO JOAO DO PAU D'ALHO, SP"
355240,"SUMARE, SP"
355255,"SUZANAPOLIS, SP"
355490,"TRES FRONTEIRAS, SP"
355535,"UBARANA, SP"
355610,"VALENTIM GENTIL, SP"
410040,"ALMIRANTE TAMANDARE, PR"
410050,"ALTONIA, PR"
410105,"ANAHY, PR"
431365,"PALMARES DO SUL, RS"
172100,"PALMAS, TO"
220750,"PALMEIRAIS, PI"
292350,"PALMEIRAS, BA"
521580,"PALMELO, GO"
421210,"PALMITOS, SC"
320400,"PANCAS, ES"
431395,"PANTANO GRANDE, RS"
220755,"PAQUETA, PI"
314700,"PARACATU, MG"
171610,"PARAISO DO TOCANTINS, TO"
522130,"TRES RANCHOS, GO"
355495,"TUIUTI, SP"
211240,"TURIACU, MA"
317005,"UBAPORANGA, MG"
421885,"UNIAO DO OESTE, SC"
261470,"TACAIMBO, PE"
421790,"TANGARA, SC"
130410,"TAPAUA, AM"
432130,"TAQUARI, RS"
316860,"TEOFILO OTONI, MG"
110160,"THEOBROMA, RO"
316610,"SENHORA DO PORTO, MG"
251560,"SERRA DA RAIZ, PB"
355160,"SERRA NEGRA, SP"
293060,"SERROLANDIA, BA"
522060,"SILVANIA, GO"
261420,"SIRINHAEM, PE"
316770,"SOBRALIA, MG"
120045,"SENADOR GUIOMARD, AC"
241250,"SAO MIGUEL, RN"
316045,"SANTO ANTONIO DO RETIRO, MG"
150690,"SANTAREM NOVO, PA"
412385,"SANTA MARIA DO OESTE, PR"
412100,"QUERENCIA DO NORTE, PR"
412125,"RAMILANDIA, PR"
261180,"RIBEIRAO, PE"
231120,"POTENGI, CE"
330412,"QUATIS, RJ"
251190,"PITIMBU, PB"
353657,"PAULISTANIA, SP"
314980,"PERDIZES, MG"
353810,"PINDORAMA, SP"
150553,"PARAUAPEBAS, PA"
292303,"NOVO HORIZONTE, BA"
314610,"OURO PRETO, MG"
292145,"MIRANTE, BA"
260915,"MANARI, PE"
314000,"MARIANA, MG"
291915,"LAPAO, BA"
313868,"LUISLANDIA, MG"
411280,"JOAQUIM TAVORA, PR"
431120,"JULIO DE CASTILHOS, RS"
313730,"LAGOA DOS PATOS, MG"
310780,"BOM JESUS DO GALHO, MG"
310880,"BRAUNAS, MG"
310920,"BUENOPOLIS, MG"
310980,"CACHOEIRA DOURADA, MG"
315053,"PINGO-D'AGUA, MG"
421810,"TIMBE DO SUL, SC"
431550,"RESTINGA SECA, RS"
421390,"PRESIDENTE CASTELLO BRANCO, SC"
315190,"POCRANE, MG"
411660,"NOVA AMERICA DA COLINA, PR"
292105,"MATINA, BA"
411520,"MARINGA, PR"
220570,"LUIS CORREIA, PI"
150360,"ITAITUBA, PA"
351880,"GUARULHOS, SP"
520725,"DOVERLANDIA, GO"
170360,"BRASILANDIA DO TOCANTINS, TO"
210203,"BOM JESUS DAS SELVAS, MA"
500085,"ANGELICA, MS"
150812,"ULIANOPOLIS, PA"
220985,"SAO JOAO DA CANABRAVA, PI"
251396,"SAO DOMINGOS, PB"
315550,"RIO PARANAIBA, MG"
292620,"RIACHAO DAS NEVES, BA"
314630,"PADRE PARAISO, MG"
240820,"NISIA FLORESTA, RN"
510523,"LAMBARI D'OESTE, MT"
171200,"LAJEADO, TO"
431053,"ITAARA, RS"
351492,"ELISIARIO, SP"
290890,"CORACAO DE MARIA, BA"
410590,"COLORADO, PR"
260190,"BEZERROS, PE"
315727,"SANTA BARBARA DO MONTE VERDE, MG"
421550,"SANTA CECILIA, SC"
431675,"SANTA CLARA DO SUL, RS"
292770,"SANTA CRUZ CABRALIA, BA"
412330,"SANTA CRUZ DE MONTE CASTELO, PR"
220910,"SANTA CRUZ DO PIAUI, PI"
315750,"SANTA EFIGENIA DE MINAS, MG"
315765,"SANTA HELENA DE MINAS, MG"
261270,"SANTA MARIA DO CAMBUCA, PE"
330452,"RIO DAS OSTRAS, RJ"
292680,"RIO DO ANTONIO, BA"
250030,"ALAGOA GRANDE, PB"
220025,"ALAGOINHA DO PIAUI, PI"
310140,"ALBERTINA, MG"
500025,"ALCINOPOLIS, MS"
250060,"ALHANDRA, PB"
240060,"ALMINO AFONSO, RN"
430050,"ALPESTRE, RS"
350090,"ALTAIR, SP"
260080,"ALTINHO, PE"
240070,"ALTO DO RODRIGUES, RN"
315350,"ALTO JEQUITIBA, MG"
520060,"ALTO PARAISO DE GOIAS, GO"
230070,"ALTO SANTO, CE"
430060,"ALVORADA, RS"
520080,"ALVORADA DO NORTE, GO"
160010,"AMAPA, AP"
430063,"AMARAL FERRADOR, RS"
421835,"TREVISO, SC"
522140,"TRINDADE, GO"
251680,"TRIUNFO, PB"
150808,"TUCUMA, PA"
211227,"TUFILANDIA, MA"
421875,"TUNAPOLIS, SC"
211230,"TUNTUM, MA"
432225,"TUPANDI, RS"
412795,"TUPASSI, PR"
172130,"TUPIRATINS, TO"
432232,"TURUCU, RS"
522155,"TURVELANDIA, GO"
316980,"TURVOLANDIA, MG"
293220,"UBAITABA, BA"
140070,"UIRAMUTA, RR"
251690,"UIRAUNA, PB"
241450,"UMARIZAL, RN"
293245,"UMBURANAS, BA"
251700,"UMBUZEIRO, PB"
231375,"UMIRIM, CE"
317040,"UNAI, MG"
317043,"UNIAO DE MINAS, MG"
510830,"UNIAO DO SUL, MT"
432237,"UNISTALDA, RS"
211260,"URBANO SANTOS, MA"
522170,"URUANA, GO"
421890,"URUBICI, SC"
261480,"TACARATU, PE"
500795,"TACURU, MS"
355310,"TAIACU, SP"
291840,"JUAZEIRO, BA"
420930,"LAGES, SC"
431075,"IVORA, RS"
171150,"JAU DO TOCANTINS, TO"
352300,"ITAPURA, SP"
352350,"ITATINGA, SP"
411007,"IMBAU, PR"
420768,"IPUACU, SC"
520929,"GUARAITA, GO"
291190,"IACU, BA"
291260,"IBIQUERA, BA"
291120,"GANDU, BA"
312770,"GOVERNADOR VALADARES, MG"
291077,"FEIRA DA MATA, BA"
410740,"ENEAS MARQUES, PR"
210405,"ESTREITO, MA"
510340,"CUIABA, MT"
250560,"DIAMANTE, PB"
410600,"CONGONHINHAS, PR"
430595,"COTIPORA, RS"
430515,"CERRO GRANDE, RS"
311370,"CARLOS CHAGAS, MG"
250430,"CATOLE DO ROCHA, PB"
350995,"CANAS, SP"
210275,"CAPINZAL DO NORTE, MA"
251150,"PILAR, PB"
353790,"PILAR DO SUL, SP"
110018,"PIMENTA BUENO, RO"
292460,"PINDOBACU, BA"
353510,"PALMARES PAULISTA, SP"
250960,"MONTE HOREBE, PB"
110140,"MONTE NEGRO, RO"
314320,"MONTE SANTO DE MINAS, MG"
314340,"MONTE SIAO, MG"
353170,"MONTEIRO LOBATO, SP"
431240,"MONTENEGRO, RS"
314330,"MONTES CLAROS, MG"
314345,"MONTEZUMA, MG"
230890,"MORRINHOS, CE"
220665,"MORRO CABECA NO TEMPO, PI"
220667,"MORRO DO CHAPEU DO PIAUI, PI"
210710,"MORROS, MA"
140030,"MUCAJAI, RR"
431260,"MUCUM, RS"
230910,"MULUNGU, CE"
500568,"MUNDO NOVO, MS"
411630,"MUNHOZ DE MELO, PR"
320380,"MUQUI, ES"
220669,"MURICI DOS PORTELAS, PI"
314400,"MUTUM, MG"
421130,"NAVEGANTES, SC"
260950,"NAZARE DA MATA, PE"
314460,"NEPOMUCENO, MG"
353260,"NHANDEARA, SP"
500580,"NIOAQUE, MS"
210650,"MATINHA, MA"
314090,"MATIPO, MG"
314100,"MATO VERDE, MG"
270510,"MATRIZ DE CAMARAGIBE, AL"
312310,"DORES DE GUANHAES, MG"
412863,"DOUTOR ULYSSES, PR"
351470,"ECHAPORA, SP"
220350,"ELESBAO VELOSO, PI"
240330,"ENCANTO, RN"
420517,"ENTRE RIOS, SC"
430693,"ENTRE-IJUIS, RS"
430697,"EREBANGO, RS"
220370,"ESPERANTINA, PI"
430780,"ESTRELA, RS"
240360,"EXTREMOZ, RN"
240300,"CRUZETA, RN"
220320,"CURIMATA, PI"
291000,"DARIO MEIRA, BA"
420490,"DESCANSO, SC"
510350,"DIAMANTINO, MT"
150293,"DOM ELISEU, PA"
430655,"DOM PEDRO DE ALCANTARA, RS"
290860,"CONDE, BA"
292895,"SAO DOMINGOS, BA"
150715,"SAO DOMINGOS DO ARAGUAIA, PA"
320465,"SAO DOMINGOS DO NORTE, ES"
292910,"SAO FELIPE, BA"
292905,"SAO FELIX DO CORIBE, BA"
251370,"SANTA RITA, PB"
315920,"SANTA RITA DE CALDAS, MG"
315935,"SANTA RITA DE MINAS, MG"
315950,"SANTA RITA DO ITUETO, MG"
354750,"SANTA RITA DO PASSA QUATRO, SP"
260660,"IBIMIRIM, PE"
351940,"IBIRA, SP"
291270,"IBIRAPITANGA, BA"
291300,"IBITIARA, BA"
313000,"IBITURUNA, MG"
410990,"ICARAIMA, PR"
320260,"ICONHA, ES"
313010,"IGARAPE, MG"
312710,"FRUTAL, MG"
312720,"FUNILANDIA, MG"
250625,"GADO BRAVO, PB"
240410,"GALINHOS, RN"
280240,"GARARU, SE"
420590,"GASPAR, SC"
291125,"GAVIAO, BA"
351710,"GLICERIO, SP"
210430,"GODOFREDO VIANA, MA"
520840,"GOIANAPOLIS, GO"
291150,"GONGOGI, BA"
520915,"GOUVELANDIA, GO"
420600,"GOVERNADOR CELSO RAMOS, SC"
210460,"GOVERNADOR EUGENIO BARROS, MA"
110100,"GOVERNADOR JORGE TEIXEIRA, RO"
210462,"GOVERNADOR LUIZ ROCHA, MA"
230465,"GRACA, CE"
221010,"SAO JOSE DO PEIXE, PI"
510729,"SAO JOSE DO POVO, MT"
354980,"SAO JOSE DO RIO PRETO, SP"
241240,"SAO JOSE DO SERIDO, RN"
520280,"AVELINOPOLIS, GO"
210120,"BACABAL, MA"
250140,"BAIA DA TRAICAO, PB"
260810,"JOAO ALFREDO, PE"
130190,"ITACOATIARA, AM"
291510,"ITAGI, BA"
320270,"ITAGUACU, ES"
411090,"ITAGUAJE, PR"
240485,"ITAJA, RN"
352200,"ITAJU, SP"
313250,"ITAMARANDIBA, MG"
313270,"ITAMBACURI, MG"
411125,"ITAPERUCU, PR"
291640,"ITAPETINGA, BA"
352250,"ITAPEVI, SP"
352260,"ITAPIRA, SP"
521100,"ITAPIRAPUA, GO"
250710,"ITAPOROROCA, PB"
500460,"ITAQUIRAI, MS"
230655,"ITAREMA, CE"
330225,"ITATIAIA, RJ"
291685,"ITATIM, BA"
313375,"ITAU DE MINAS, MG"
411130,"ITAUNA DO SUL, PR"
352370,"ITIRAPUA, SP"
291700,"ITIUBA, BA"
352390,"ITU, SP"
313410,"ITUETA, MG"
270320,"IGREJA NOVA, AL"
260690,"IGUARACY, PE"
410980,"IBIPORA, PR"
320250,"IBIRACU, ES"
420690,"IBIRAMA, SC"
430995,"IBIRAPUITA, RS"
431000,"IBIRUBA, RS"
230535,"ICAPUI, CE"
313005,"ICARAI DE MINAS, MG"
291330,"ICHU, BA"
240460,"IELMO MARINHO, RN"
250260,"IGARACY, PB"
251470,"SAO JOSE DO SABUGI, PB"
431862,"SAO JOSE DOS AUSENTES, RS"
510710,"SAO JOSE DOS QUATRO MARCOS, MT"
316370,"SAO LOURENCO, MG"
221035,"SAO LOURENCO DO PIAUI, PI"
522010,"SAO LUIS DE MONTES BELOS, GO"
522015,"SAO LUIZ DO NORTE, GO"
355010,"SAO MANUEL, SP"
431910,"SAO MARTINHO, RS"
211150,"SAO MATEUS DO MARANHAO, MA"
221038,"SAO MIGUEL DA BAIXA GRANDE, PI"
251500,"SAO MIGUEL DE TAIPU, PB"
221039,"SAO MIGUEL DO FIDALGO, PI"
412570,"SAO MIGUEL DO IGUACU, PR"
270870,"SAO MIGUEL DOS MILAGRES, AL"
431935,"SAO PEDRO DA SERRA, RS"
431830,"SAO GABRIEL, RS"
500769,"SAO GABRIEL DO OESTE, MS"
355420,"TEJUPA, SP"
251540,"SAO VICENTE DO SERIDO, PB"
293070,"SIMOES FILHO, BA"
432026,"SEGREDO, RS"
211130,"SAO LUIS, MA"
521990,"SAO FRANCISCO DE GOIAS, GO"
431710,"SANT'ANA DO LIVRAMENTO, RS"
354625,"SANTA CRUZ DA ESPERANCA, SP"
421480,"RIO DO SUL, SC"
241110,"RUY BARBOSA, RN"
261153,"QUIXABA, PE"
412020,"PORTO RICO, PR"
353820,"PINHALZINHO, SP"
210830,"PENALVA, MA"
411885,"PEROBAL, PR"
353520,"PALMEIRA D'OESTE, SP"
261030,"PARANATAMA, PE"
270644,"PARIPUEIRA, AL"
353490,"PACAEMBU, SP"
431295,"NOVA BOA VISTA, RS"
251010,"NOVA FLORESTA, PB"
411721,"NOVA SANTA BARBARA, PR"
353325,"NOVAIS, SP"
354230,"REDENCAO DA SERRA, SP"
354250,"REGINOPOLIS, SP"
251270,"REMIGIO, PB"
330420,"RESENDE, RJ"
412170,"RESERVA, PR"
315440,"RESSAQUINHA, MG"
311360,"CAREACU, MG"
311380,"CARMESIA, MG"
311535,"CATAS ALTAS, MG"
311540,"CATAS ALTAS DA NORUEGA, MG"
311630,"CIPOTANEA, MG"
311690,"COMENDADOR GOMES, MG"
311940,"CORONEL FABRICIANO, MG"
311990,"CORREGO DO BOM JESUS, MG"
312087,"CURRAL DE DENTRO, MG"
312090,"CURVELO, MG"
312260,"DOM JOAQUIM, MG"
312352,"DURANDE, MG"
312550,"SAO GONCALO DO RIO PRETO, MG"
312650,"FRANCISCO BADARO, MG"
312690,"FREI INOCENCIO, MG"
312850,"GUARARA, MG"
312960,"IBIAI, MG"
313230,"ITAIPE, MG"
313535,"JAPONVAR, MG"
313580,"JEQUITINHONHA, MG"
313660,"NOVA UNIAO, MG"
313665,"JUATUBA, MG"
313710,"LAGAMAR, MG"
313720,"LAGOA DA PRATA, MG"
313740,"LAGOA DOURADA, MG"
313790,"LAMIM, MG"
313925,"MAMONAS, MG"
314420,"NACIP RAYDAN, MG"
314625,"PADRE CARVALHO, MG"
240040,"AGUA NOVA, RN"
290060,"AIQUARA, BA"
510035,"ALTO BOA VISTA, MT"
170100,"ANANAS, TO"
520150,"APORE, GO"
290225,"ARATACA, BA"
270040,"ATALAIA, AL"
220710,"OLHO D'AGUA DO PIAUI, PI"
110001,"ALTA FLORESTA D'OESTE, RO"
241030,"SERRA CAIADA, RN"
520815,"GAMELEIRA DE GOIAS, GO"
220779,"PAU D'ARCO DO PIAUI, PI"
291955,"LUIS EDUARDO MAGALHAES, BA"
430003,"ACEGUA, RS"
430223,"BOA VISTA DO INCRA, RS"
430461,"CANUDOS DO VALE, RS"
430465,"CAPAO DO CIPO, RS"
430583,"COQUEIRO BAIXO, RS"
430613,"CRUZALTENSE, RS"
431065,"ITATI, RS"
431123,"LAGOA BONITA DO SUL, RS"
431346,"NOVO XINGU, RS"
431531,"QUATRO IRMAOS, RS"
431861,"SAO JOSE DO SUL, RS"
431936,"SAO PEDRO DAS MISSOES, RS"
421175,"OTACILIO COSTA, SC"
421180,"OURO, SC"
314600,"OURO FINO, MG"
314620,"OURO VERDE DE MINAS, MG"
260765,"ITAMBE, PE"
352320,"ITARARE, SP"
352030,"IGUAPE, SP"
411020,"INACIO MARTINS, PR"
140028,"IRACEMA, RR"
312860,"GUARDA-MOR, MG"
291200,"IBIASSUCE, BA"
291340,"IGAPORA, BA"
420580,"GARUVA, SC"
260640,"GRAVATA, PE"
410770,"FENIX, PR"
420545,"FORQUILHINHA, SC"
430781,"ESTRELA VELHA, RS"
312100,"DATAS, MG"
312180,"DIONISIO, MG"
290870,"CONDEUBA, BA"
410655,"CORUMBATAI DO SUL, PR"
311600,"CHALE, MG"
500295,"CHAPADAO DO SUL, MS"
170555,"COMBINADO, TO"
351110,"CATANDUVA, SP"
420415,"CELSO RAMOS, SC"
210260,"CANDIDO MENDES, MA"
250310,"CABACEIRAS, PB"
320110,"BOM JESUS DO NORTE, ES"
260250,"BREJINHO, PE"
350055,"AGUAS DE SANTA BARBARA, SP"
230060,"ALTANEIRA, CE"
410100,"AMPERE, PR"
410110,"ANDIRA, PR"
230770,"MARANGUAPE, CE"
270470,"MARECHAL DEODORO, AL"
411500,"MARILENA, PR"
240740,"MARTINS, RN"
314070,"MATEUS LEME, MG"
160027,"LARANJAL DO JARI, AP"
352660,"LAVRINHAS, SP"
352740,"LUCELIA, SP"
421003,"LUZERNA, SC"
260900,"MACAPARANA, PE"
250870,"MAE D'AGUA, PB"
352560,"JOAO RAMALHO, SP"
220550,"JOSE DE FREITAS, PI"
240610,"JUCURUTU, RN"
260840,"JUREMA, PE"
170410,"CENTENARIO, TO"
170610,"CRISTALANDIA, TO"
170830,"GOIANORTE, TO"
171245,"LUZINOPOLIS, TO"
171280,"MAURILANDIA DO TOCANTINS, TO"
171700,"PINDORAMA DO TOCANTINS, TO"
171800,"PORTO ALEGRE DO TOCANTINS, TO"
171888,"SANTA MARIA DO TOCANTINS, TO"
171889,"SANTA RITA DO TOCANTINS, TO"
171890,"SANTA ROSA DO TOCANTINS, TO"
172000,"SANTA TEREZINHA DO TOCANTINS, TO"
172010,"SAO BENTO DO TOCANTINS, TO"
210043,"ALTO ALEGRE DO MARANHAO, MA"
231330,"TAUA, CE"
316850,"TEIXEIRAS, MG"
355430,"TEODORO SAMPAIO, SP"
270915,"TEOTONIO VILELA, AL"
522108,"TERESINA DE GOIAS, GO"
150796,"TERRA ALTA, PA"
510805,"TERRA NOVA DO NORTE, MT"
150797,"TERRA SANTA, PA"
421800,"TIJUCAS, SC"
421820,"TIMBO, SC"
316900,"TOCANTINS, MG"
412770,"TOLEDO, PR"
293020,"SENTO SE, BA"
293040,"SERRA PRETA, BA"
412635,"SERRANOPOLIS DO IGUACU, PR"
