CNES,NOMEFANT
0283800,HOSPITAL DE CAMPANHA COVID 19 SIMOES FILHO
0302961,HOSPITAL DE CAMPANHA COVID 19 RIO CLARO
0303267,HOSPITAL MUNICIPAL EUCLIDES HORST
0379808,INSTITUTO ORIZONTI
0380164,UNIDADE AVANCADA ERASTO GAERTNER DE JOINVILLE
0404853,AME AMBULATORIO MEDICO DE ESPECIALIDADES DE CAMPINAS
0407720,HOSPITAL MUNICIPAL DE PEDIATRIA DR NIVALDO JUNIOR
0422207,OFTALMO PE FILIAL
0424811,CENTRO DE PARTO NORMAL AMBROZINA PINTO L VASQUES
0451126,HOSPITAL DE RETAGUARDA RIO MAINA
0451436,HOSPITAL MUNICIPAL DE URUANA
0473502,CENTRO DE INTERNACAO PEDIATRICA
0473561,HOSPITAL SAINT NICHOLAS MEDICAL
0478024,UNIDADE DE INTERNACAO LUZ DA ESPERANCA COVID
0478849,UNIDADE DE INTERNACAO FRATERNIDADE COVID 19
0502138,HOSPITAL ESTADUAL COVID19 FRANCA
0503894,HOSPITAL MUNICIPAL DE LENCOIS
0514292,HOSPITAL DE CAMPANHA COVID 19 SANTAREM
0519529,CENTRO DE PARTO NORMAL DE CAMARAGIBE
0519987,HOSPITAL DE CAMPANHA COVID 19 COROMANDEL
0547484,HOSPITAL ESTADUAL DO CENTRO NORTE GOIANO
0548111,UNIDADE DE SUPORTE VENTILATORIO DE VALERIA
0548650,ENSEADA PRIME HOSPITAL
0559458,HOSPITAL ESPECIALIZADO SALVADOR
0604828,HOSPITAL DE CAMPANHA COVID 19 ANCHIETA
0605107,CENTRO DE TRANSICAO E ESTABILIZACAO CTE SAO GUILHERME
0605484,AMHE MED SOROCABA
0607126,HOSPITAL METROPOLITANO
0616036,HOSPITAL ALFREDO ABRAHAO
0621110,HOSPITAL DE CAMPANHA COVID EMBU DAS ARTES
0622222,SUPORTE VENTILATORIO PULMONAR VALE DOS BARRIS
0622508,HOSPITAL DE CAMPANHA CENTRO DE INICIACAO ESPORTIVA CIE I
0625310,HOSPITAL DE CAMPANHA COVID19 REF ESTADUAL EM IMPERATRIZ
0625469,UPH ZO UNIDADE DE ATENDIMENTO DE SINDROME GRIPAL
0636800,HOSPITAL ESTADUAL COVID 19 AME BARRETOS
0642118,RETAGUARDA HOSP FERNANDO FRANCO HUSE AJU
0647101,HOSPITAL DE CAMPANHA COVID 19 PIRASSUNUNGA
0648582,HOSPITAL ESTADUAL COVID 19 AME ANDRADINA
0650471,HOSPITAL DE CAMPANHA COVID 19 SANTA CRUZ
0650587,HOSPITAL ESTADUAL DE CAMPANHA COVID 19 ITAPEVA
0650595,HOSPITAL ESTADUAL COVID 19 AME BOTUCATU
0651109,SARZEDO HOSPITAL CAMPANHA COVID 19
0664200,UNIDADE HOSPITALAR SANTO AMARO
0664219,HOSPITAL DE RETAGUARDA DE BACABAL
0665037,UPH ZONA NORTE UNIDADE DE ATENDIMENTO DE SINDROME GRIPAL
0667404,HOSPITAL DE CAMPANHA COVID 19 DE FORMIGA
0675857,HOSPITAL ESTADUAL DE CAMPANHA COVID 19 SOROCABA
0677477,HOSPITAL MUNICIPAL NATAL SUL
0678627,LINHARES MEDICAL CENTER S A
0679550,SES RJ HOSPITAL ESTADUAL DR RICARDO CRUZ
0684651,UPA DO EDEN UNIDADE DE ATENDIMENTO DE SINDROME GRIPAL
0688576,HOSPITAL GERAL AUX DE SUZANO CONDEMAT COVID 19
0693731,HOSPITAL DE CAMPANHA COVID19 MARIANA
0694622,HOSPITAL ESTADUAL COVID 19 METROPOLITANO SANTA CECILIA
0699632,HOSPITAL DE CAMPANHA PARA A COVID 19
0705136,HOSPITAL CLARA SANTA
0717622,HOSPITAL REFERENCIA COVID
0726710,UNIDADE DE TRATAMENTO RESPIRATORIO SANTA IZABEL AJU
0734403,HOSPITAL DE CAMPANHA COVID 19 GAMA
0745804,HELP FUNDACAO PEDRO AMERICO
0755834,HOSPITAL DE CAMPANHA COVID 19 AUTODROMO
0766216,HOSPITAL DE CAMPANHA COVID 19 CEILANDIA
0792063,UPH ZONA LESTE UNIDADE DE ATENDIMENTO DE SINDROME GRIPAL
0806285,HOSPITAL REGIONAL DO ALTO SERTAO
0852554,I E PACHECO SERVICOS MEDICOS LTDA CARAGUATATUBA
0854646,ASSOCIACAO HOSPITALAR BENEFICENTE MOACIR MICHELETTO
0887854,HOSPITAL MUNICIPAL JUAREZ BARRETO DE MACEDO
0901725,HOSPITAL REGIONAL HILDA STRENGER RIBEIRO NOVA MUTUM
0918245,GESTAMED SERVICOS
0919373,HOSPITAL UNIVERSITARIO REITOR HESIO CORDEIRO
0920061,CENTRO ESPECIALIZADO DE ATENDIMENTO COVID 19 PARAUAPEBAS
0935662,SANTA CASA DE MISERICORDIA NOSSA SRA DAS GRACAS PIEN
0941867,CENTRO ESPECIALIZADO DE ATENDIMENTO COVID 19 SANTAREM
0965324,HOSPITAL ESTADUAL DA CRIANCA E DO ADOLESCENTE HECAD
0978213,HOSPITAL MUNICIPAL INFANTIL PADRE GUILHERME
0985201,HOSPITAL DO OLHO MAGE
0989061,MATERNIDADE OTACIANA PINTO
2000024,UNIDADE MISTA DE SAUDE DO MUNICIPIO DE RODRIGUES ALVES
2000083,HOSPITAL DR ABEL PINHEIRO MACIEL FILHO
2000121,HOSPITAL DR SANSAO GOMES
2000172,SESACRE HOSPITAL DE DERMATOLOGIA SANITARIA
2000180,SANTA CASA DE MISERICORDIA DE CRUZEIRO DO SUL
2000296,HOSPITAL DA MULHER E DA CRIANCA DO JURUA
2000385,HOSPITAL INFANTIL IOLANDA COSTA E SILVA
2000393,HOSPITAL EPAMINONDAS JACOME
2000636,HOSPITAL GERAL DE FEIJO
2000725,HOSPITAL DR ARY RODRIGUES
2000733,MATERNIDADE E CLINICAS DE MULHERES BARBARA HELIODORA
2000822,UNIDADE MISTA ANA NERY
2000857,HOSPITAL DE SAUDE MENTAL DO ACRE
2000865,HOSPITAL JOAO CANCIO FERNANDES
2000970,SESACRE UNIDADE MISTA DE MANOEL URBANO
2000997,HOSPITAL DR MANOEL MARINHO MONTE
2001020,UNIDADE MISTA DE ASSIS BRASIL
2001500,HOSPITAL DE CLINICAS RAIMUNDO CHAAR
2001578,HOSPITAL GERAL DE CLINICAS DE RIO BRANCO
2001586,FUNDHACRE
2001594,UNIDADE MISTA DE MARECHAL THAUMATURGO
2002078,HOSPITAL SANTA JULIANA
2003368,HOSPITAL PORTUGAL RAMALHO
2003570,HOSPITAL MUNICIPAL DE VICOSA
2003732,SEMEP
2003775,SANTA CASA DE MISERICORDIA DE PENEDO
2003791,UNIDADE DE EMERGENCIA DE PENEDO
2003856,UNIDADE MISTA MARIA LOUREIRO CAVALCANTE
2003910,CASA MATERNAL FREI DAMIAO
2004259,HOSPITAL REGIONAL DR ARSENIO MOREIRA SILVA
2004488,UNIDADE MISTA DR EZECHIAS DA ROCHA
2004976,HOSPITAL MEMORIAL DJACY BARBOSA
2005026,HOSPITAL NOSSA SRA DE FATIMA LTDA
2005050,HOSPITAL REGIONAL DE ARAPIRACA
2005123,HOSPITAL PSIQUIATRICO TEODORA ALBUQUERQUE
2005360,REAL HOSPITAL SANTA MARIA
2005417,CHAMA
2006197,HOSPITAL UNIVERSITARIO PROF ALBERTO ANTUNES
2006251,HOSPITAL MONTE CRISTO
2006286,CLINICA INFANTIL SANTA MARIA SOCIEDADE CIVIL LTDA
2006294,CLINICA GURI
2006308,CLINICA INFANTIL SANTA TEREZINHA
2006316,ASSISTENCIA MEDICA AMBULATORIAL INFANTIL
2006332,CLINICA INFANTIL DE MACEIO
2006340,CASA DE SAUDE SANTO ANTONIO
2006359,SANATORIO HOSPITAL GERAL
2006375,CLINICA FREI DAMIAO
2006383,CLINICA DE REPOUSO DR JOSE LOPES DE MENDONCA
2006391,CASA DE SAUDE MIGUEL COUTO
2006405,CASA DE SAUDE E MATERNIDADE NOSSA SR DE FATIMA
2006413,CASA DE SAUDE E CLINICA DE REPOUSO ULYSSES PERNAMBUCANO
2006421,HOSPITAL ORTOPEDICO DE MACEIO
2006448,HOSPITAL VEREDAS
2006472,HOSPITAL MEMORIAL ARTHUR RAMOS
2006499,INSTITUTO DA VISAO
2006510,HOSPITAL GERAL DO ESTADO DR OSVALDO BRANDAO VILELA
2006944,HOSPITAL DE OLHOS SANTA LUZIA
2006960,HOSPITAL VIDA
2006979,INSTITUTO DE OLHOS DE MACEIO
2007037,SANTA CASA DE MISERICORDIA DE MACEIO
2007401,UNIDADE MISTA N S DAS DORES
2007711,HOSPITAL MEMORIAL LISBOA LIMA
2007967,UNIDADE MISTA SENADOR RUI PALMEIRA
2008106,HOSPITAL JOAO LIRA FILHO
2008289,HOSPITAL DARCY VARGAS ATALAIA
2008300,UNIDADE DR CARLOS GOMES DE BARROS
2008858,HOSPITAL JOSE AUGUSTO
2009161,HOSPITAL LUIZ ARRUDA
2009242,HOSPITAL MUNICIPAL ANA ANITA GOMES FRAGOSO
2009250,MATERNIDADE ESCOLA SANTA MONICA
2009528,HOSPITAL MUNICIPAL GILVAN RAPOSO TENORIO
2009625,CASA MATERNAL DENILMA BULHOES
2009900,CLINICA INFANTIL DE AL DRA DAISY BREDA
2010151,SANTA CASA DE MISERICORDIA DE SAO MIGUEL DOS CAMPOS
2010356,CARVALHO BELTRAO SERVICOS DE SAUDE LTDA
2010380,HOSPITAL MUNICIPAL DR AUGUSTO DIAS CARDOSO
2010631,HOSPITAL REGIONAL SANTA RITA E MATERNIDADE SANTA OLIMPIA
2010887,2010887 UMS ELPIDIO CAVALCANTE DE ALBURQUERQUE
2011166,HOSPNOSSA SENHORA DE LOURDES E MAT ARMANDO LAGES
2011689,UNIDADE ANTONIO VIEIRA FILHO
2011859,UNIDADE HOSPITALAR DE SAO SEBASTIAO DO UATUMA
2011875,UNIDADE HOSPITALAR DE JUTAI
2011891,HOSPITAL RAIMUNDO RODRIGUES IRMAO
2011905,UNIDADE HOSPITALAR DE NOVA OLINDA DO NORTE
2012022,UNIDADE HOSPITALAR DE BARREIRINHA
2012030,HOSPITAL E P S DA CRIANCA DA ZONA LESTE
2012162,CEDOA
2012383,HOSPITAL DE BORBA VO MUNDOCA
2012464,PRONTOCORD HOSPITAL DO CORACAO
2012472,HOSPITAL E PRONTO SOCORRO DA CRIANCA ZONA SUL
2012480,MATERNIDADE MUNICIPAL DR MOURA TAPAJOZ
2012499,UNIDADE HOSPITALAR DE BOCA DO ACRE
2012553,UNIDADE HOSPITALAR DE TAPAUA
2012618,UNIDADE HOSPITALAR DE LABREA
2012677,FUNDACAO CECON
2012685,FUNDACAO HOSPITAL ADRIANO JORGE
2012804,UNIDADE HOSPITALAR DE TONANTINS HOSPITAL FREI FRANCISCO
2012839,UNIDADE HOSPITALAR DE IRANDUBA
2013029,MATERNIDADE ALVORADA
2013045,UNIDADE HOSPITALAR DE AUTAZES
2013258,HOSPITAL GERAL DE MANACAPURU
2013274,FUNDACAO HEMOAM
2013282,UNIDADE HOSPITALAR DE APUI
2013320,HOSPITAL GERAL ERALDO NEVES FALCAO
2013495,UNIDADE HOSPITALAR DE JAPURA
2013568,UNIDADE HOSPITALAR DE ITAMARATI
2013606,FUNDACAO DE MEDICINA TROPICAL
2013614,UNIDADE HOSPITALAR DE IPIXUNA
2013649,HOSPITAL PRONTO SOCORRO 28 DE AGOSTO
2014688,UNIDADE HOSPITALAR DE MANICORE
2015242,UNIDADE HOSPITALAR DE BARCELOS
2016125,HOSPITAL DE GUARNICAO DE TABATINGA
2016141,HOSPITAL REGIONAL DE TEFE
2016192,CLINICA MATERNO INFANTIL PLANALTO LTDA
2016249,UNIDADE HOSPITALAR DE SILVES
2016354,UNIDADE HOSPITALAR DE BOA VISTA DO RAMOS
2016397,UNIDADE HOSPITALAR DE EIRUNEPE
2016419,UNIDADE HOSPITALAR DE CANUTAMA
2016443,UNIDADE HOSPITALAR DE UARINI
2016478,UNIDADE HOSPITALAR DE SANTA ISABEL DO RIO NEGRO
2016540,UNIDADE HOSPITALAR DE NHAMUNDA
2016567,UNIDADE HOSPITALAR DE URUCURITUBA
2016605,UNIDADE HOSPITALAR DE BERURI
2016648,UNIDADE HOSPITALAR DE AMATURA
2016656,UNIDADE HOSPITALAR DE CAAPIRANGA
2016672,UNIDADE HOSPITALAR DE ATALAIA DO NORTE
2016893,HOSPITAL PADRE COLOMBO
2016915,UNIDADE HOSPITALAR DE CAREIRO DA VARZEA
2016923,HOSPITAL REGIONAL JOSE MENDES
2016974,HOSPITAL GERAL DE BENJAMIN CONSTANT DOUTOR MELVINO DE JESUS
2017016,HOSPITAL DR LUIZA DA CONCEICAO FERNANDES
2017318,MATERNIDADE DONA NAZIRA DAOU
2017431,INSTITUTO DE SAUDE DA CRIANCA DO AMAZONAS ICAM
2017555,UNIDADE HOSPITALAR DE CARAUARI
2017644,HOSPITAL UNIVERSITARIO GETULIO VARGAS HUGV
2017652,UNIDADE HOSPITALAR DE CASTANHO
2017660,UNIDADE HOSPITALAR DE MARAA
2017679,HOSPITAL FRANCISCO SALES DE MOURA
2017717,HOSPITAL REGIONAL DE FONTE BOA
2017733,CEFRAM
2017768,UNIDADE HOSPITALAR DE ALVARAES
2017849,HOSPITAL INFANTIL DR FAJARDO
2017911,UNIDADE HOSPITALAR DE ITAPEACU
2017997,UNIDADE HOSPITALAR DE GUAJARA
2018055,HOSPITAL SANTA JULIA
2018071,HOSPITAL E P S DA CRIANCA DA ZONA OESTE
2018098,HOSPITAL PORTUGUES
2018101,HOSPITAL GERALDO DA ROCHA
2018128,UNIDADE HOSPITALAR DE SAO PAULO DE OLIVENCA
2018136,HOSPITAL REGIONAL DE COARI PREF DR ODAIR CARLOS GERALDO
2018144,HOSPITAL DE MAUES DONA MUNDIQUINHA
2018152,COMPLEXO HOSPITALAR FLEMING
2018330,INSTITUTO DE OFTALMOLOGIA DE MANAUS
2018381,UNIDADE HOSPITALAR DE PAUINI
2018403,HOSPITAL UNIVERSITARIO FRANCISCA MENDES
2018748,POLICLINICA GOVERNADOR GILBERTO MESTRINHO
2018969,ICON INSTITUTO DE CIRURGIA OCULAR DO NORTE
2019523,UNIDADE HOSPITALAR DE CODAJAS
2019558,MATERNIDADE BALBINA MESTRINHO
2019566,HOSPITAL CHAPOT PREVOST
2019574,HOSPITAL E PRONTO SOCORRO DR JOAO LUCIO PEREIRA MACHADO
2019590,CENTRO PSIQUIATRICO EDUARDO RIBEIRO
2019604,HOSPITAL DONA EDITH MENDES WECKNER
2019647,SES AP HOSPITAL DA CRIANCA E DO ADOLESCENTE
2019663,SESA AP UNIDADE MISTA DE SAUDE DE FERREIRA GOMES
2019671,SES AP UNID MISTA DE SAUDE DE TARTARUGALZINHO
2019701,SES AP UNID MISTA DE SAUDE DE AMAPA
2019728,SES AP UNID MISTA DE SAUDE DE CALCOENE
2019736,PMPG HOSPITAL MUNICIPAL MARIA LUCIA GUIMARAES DA SILVA
2020068,SES AP HOSPITAL DA MULHER
2020076,SES AP HOSPITAL ESTADUAL DE LARANJAL DO JARI
2020165,SES AP UNID MISTA DE SAUDE DE MAZAGAO
2020645,SES AP HOSPITAL DE CLINICAS DOUTOR ALBERTO LIMA
2020653,SES AP HOSPITAL DE EMERGENCIA
2020890,HOSPITAL SAO CAMILO E SAO LUIS
2021064,SES AP HOSPITAL ESTADUAL DE SANTANA
2021218,SES AP UNID MISTA DE SAUDE DE PEDRA BRANCA DO AMAPARI
2021382,SES AP UNID M S DE SERRA D0 NAVIO
2021463,SES AP HOSPITAL ESTADUAL DE OIAPOQUE
2021765,HOSPITAL DE VILA AMAZONAS
2022621,MATERNIDADE DE CAMPINAS
2022648,HOSPITAL IRMAOS PENTEADO E SANTA CASA DE CAMPINAS
2023016,CASA DE CARIDADE SAO VICENTE DE PAULO CAJURU
2023148,HOSPITAL SAMARITANO DE CAMPINAS
2023474,HOSPITAL MUNICIPAL WALTER FERRARI
2023644,HOSPITAL BENEFICENTE SANTA GERTRUDES
2023709,SANTA CASA DE MISERICORDIA DE ITATIBA
2023865,HOSPITAL MUNICIPAL DR AMADEU PAGLIUSO
2024438,HOSPITAL E MATERNIDADE DR ADONIRAN CORREIA CAMPOS MONGAGUA
2024691,SANTA CASA DE CRUZEIRO
2024756,HOSPITAL E MATERNIDADE NOSSA SENHORA DA AJUDA
2024772,SANTA CASA DE MISERICORDIA SAO JOSE
2025361,HOSPITAL ANCHIETA
2025477,HOSPITAL E MATERNIDADE SANTA ISABEL DE JABOTICABAL
2025507,HOSPITAL DAS CLINICAS HCFAMEMA
2025523,HCFAMEMA UNIDADE MATERNO INFANTIL
2025752,SANTA CASA DE SANTOS
2026392,HOSPITAL SANTO ANTONIO
2026805,SANTA CASA DE GUARIBA
2027186,SANTA CASA DE MISERICORDIA DE ITAPEVA
2027240,UNIDADE HOSPITALAR BUTANTA
2027356,HOSPITAL MUNICIPAL UNIVERSITARIO
2028204,SANTA CASA DE MONTE ALTO
2028239,HOSPITAL REGIONAL DE TEODORO SAMPAIO
2028840,INSTITUTO DE INFECTOLOGIA EMILIO RIBAS SAO PAULO
2033372,PRONTO SOCORRO CENTRAL SAO CAETANO DO SUL
2033739,PRONTO SOCORRO DO TABOAO
2035081,CENTRO DE ATENCAO INTEGRAL A SAUDE DA MULHER
2035723,HOSPITAL CEPOG
2038269,PRONTO SOCORRO RUDGE RAMOS
2038277,PRONTO SOCORRO BAETA NEVES
2039001,PRONTO SOCORRO MUNICIPAL DE SUZANO
2040069,HOSPITAL MATERNIDADE JESUS JOSE E MARIA
2040573,AMBULAT DE ESPECIALIDADES E HOSPITAL DIA DR RENATO RIGGIO JR
2042894,SECAO PRONTO SOCORRO CENTRAL SEPROS C
2043351,PIZARRO HOSPITAL DO OLHO LTDA EPP
2046407,PRONTO SOCORRO RIACHO GRANDE
2053500,HOSPITAL SENHOR BOM JESUS
2053519,MATERNIDADE FERNANDO MAGALHAES
2058243,SANTA CASA DE MISERICORDIA DE SAO SIMAO
2058278,UNIDADE MISTA DE VISTA ALEGRE DO ALTO VISTA ALEGRE DO ALTO
2058308,HOSPITAL MUNICIPAL DR ACILIO CARREON GARCIA
2058332,HOSPITAL MANOEL DE ABREU BAURU
2058340,HOSPITAL MUNICIPAL DE QUELUZ
2058391,HOSPITAL ISRAELITA ALBERT EINSTEIN
2058405,UNIDADE MISTA DE SAUDE DE SILVEIRAS
2058502,HOSP DO SERV PUB EST FCO MORATO DE OLIVEIRA SAO PAULO
2058626,HOSPITAL MAHATMA GANDHI
2058774,HOSPITAL ALLAN KARDEC PRES PRUDENTE
2058782,HOSPITAL PSIQUIATRICO ESPIRITA BEZERRA DE MENEZES P PRUDENT
2058790,HOSPITAL MUNICIPAL DR WALDEMAR TEBALDI
2061562,UPA BARAO DE MAUA
2065665,HOSPITAL MATERNIDADE INTERLAGOS
2066092,HOSPITAL GERAL DE PEDREIRA
2066572,HOSPITAL HELIOPOLIS UNIDADE DE GESTAO ASSISTENCIAL I SP
2068974,PAM VARZEA DO CARMO NGA 63 SAO PAULO
2069008,AMBULATORIO DE ESPECIALIDADES DR GERALDO PAULO BOURROUL
2069776,HOSPITAL DE URGENCIA
2070413,HOSPITAL SAO DOMINGOS DE CATANDUVA
2070766,CAISM DR DAVID CAPISTRANO DA COSTA FILHO DA AGUA FUNDA SP
2071371,HOSPITAL INFANTIL DARCY VARGAS UGA III SAO PAULO
2071568,HC DA FMUSP INSTITUTO DO CORACAO INCOR SAO PAULO
2072033,UNIDADE MISTA DE SAUDE DE EMBUGUACU
2072513,HOSPITAL E MATERNIDADE MUNICIPAL SANTA ANA
2072653,UNIDADE HOSPITALAR DE MIRACATU MIRACATU
2075717,HOSP MUN MATERNIDADE PROFESSOR MARIO DEGNI
2075962,HOSP DA STA CASA DE STO AMARO
2076896,HOSPITAL SAO LUIZ GONZAGA
2076926,HOSPITAL UNIVERSITARIO DA USP SAO PAULO
2076934,HOSP SOROCABANA
2076942,HOSPITAL DE ITATINGA
2076985,CASA DA CRIANCA BETINHO
2077078,UNIDADE MISTA E MATERNIDADE CENTRAL
2077124,UNIDADE MISTA DE ATENDIMENTO INFANTIL
2077310,HOSPITAL DIA IRMAO ALTINO SAUDE MENTAL
2077388,HOSPITAL AMPARO MATERNAL
2077396,HOSPITAL DE BASE DE SAO JOSE DO RIO PRETO
2077418,CAISM PHILIPPE PINEL SAO PAULO
2077426,HOSPITAL ESTADUAL DE VILA ALPINA ORG SOCIAL SECONCI SAO PAUL
2077434,HOSPITAL DR LEOPOLDO BEVILACQUA
2077450,HOSP MUN PIRITUBA JOSE SOARES HUNGRIA
2077469,HOSP DOM ANTONIO DE ALVARENGA
2077477,HOSPITAL SANTA MARCELINA SAO PAULO
2077485,HOSPITAL SAO PAULO HOSPITAL DE ENSINO DA UNIFESP SAO PAULO
2077493,HOSPITAL GERAL DE SAO MATEUS SAO PAULO
2077507,HOSPITAL LEFORTE LIBERDADE
2077515,HOSPITAL SAO VICENTE DE PAULA DE ARANDU
2077523,UNIDADE DE GESTAO ASSISTENCIAL II HOSPITAL IPIRANGA SP
2077531,A C CAMARGO CANCER CENTER
2077558,HOSPITAL SAO CAMILO AGUAS DE LINDOIA
2077566,HOSPITAL MUNICIPAL DA MULHER DR JOAO LUIS J ROSSETO
2077574,CONJUNTO HOSPITALAR DO MANDAQUI SAO PAULO
2077582,HOSPITAL NOSSA SENHORA DA PIEDADE
2077590,IBCC
2077612,CASA DE SAUDE NOSSA SENHORA DE FATIMA
2077620,HOSPITAL GERAL SANTA MARCELINA DE ITAIM PAULISTA SAO PAULO
2077639,HOSP MUN PROF DR WALDOMIRO DE PAULA
2077647,SANTA CASA DE MIS DE ADAMANTINA NA PROVIDENCIA DE DEUS
2077655,ASSOC AACD V CLEMENTINO
2077671,HOSPITAL GERAL DO GRAJAU PROF LIBER JOHN ALPHONSE DI DIO SP
2077701,HOSPITAL E MATERNIDADE LEONOR MENDES DE BARROS SAO PAULO
2077752,HOSP MONUMENTO CEHM
2077957,CENTRO DE REFERENCIA E TREINAMENTO DST AIDS SAO PAULO
2078015,HC DA FMUSP HOSPITAL DAS CLINICAS SAO PAULO
2078023,HOSPITAL SAO LUCAS
2078031,HOSPITAL SANTA TEREZA DE RIBEIRAO PRETO
2078074,SANTA CASA DE LEME
2078104,HOSPITAL GERAL DE ITAPEVI
2078112,HOSPITAL SANTA RITA DE SALES OLIVEIRA
2078139,SANTA CASA DE PRESIDENTE VENCESLAU
2078155,HOSPITAL STELLA MARIS
2078198,UNIDADE MISTA DE SANTO ANTONIO DA ALEGRIA
2078236,HOSPITAL PSIQUIATRICO VALE DAS HORTENCIAS PIEDADE
2078252,SANTA CASA DE BIRIGUI
2078287,CENTRO DE REFERENCIA DA SAUDE DA MULHER SAO PAULO
2078295,SANTA CASA DE TAQUARITINGA
2078325,HOSP MUN INFANTIL MENINO JESUS
2078341,ASSOCIACAO HOSPITAL BENEFICENTE SAGRADO CORACAO DE JESUS
2078384,HOSPITAL ESPIRITA
2078414,SANTA CASA DE GUAIRA
2078422,FUNBEPE PEDREIRA
2078449,SANTA CASA DE PATROCINIO PAULISTA
2078465,REAL SOCIEDADE PORTUGUESA DE BENEFICENCIA
2078473,HOSPITAL DR LUIZ CAMARGO DA FONSECA E SILVA
2078503,SANTA CASA DE PENAPOLIS
2078511,HOSPITAL REGIONAL DE ILHA SOLTEIRA
2078538,HOSPITAL NOSSA SENHORA APARECIDA
2078546,SANTA CASA SAO BENTO DO SAPUCAI
2078562,HOSPITAL GERAL DE ITAQUAQUECETUBA
2078570,HOSPITAL CANTAREIRA
2078589,HOSPITAL E MATERNIDADE SANTA MARIA CRUZ AZUL
2078597,UNIDADE REFERENCIADA OSWALDO CRUZ VERGUEIRO
2078775,SANTA CASA DE ARACATUBA HOSPITAL SAGRADO CORACAO DE JESUS
2078805,HOSPITAL MUNICIPAL REYNALDO GUERRA CAJATI
2078813,HOSPITAL OFTALMOLOGICO DE SOROCABA
2078848,SANTA CASA ANNA CINTRA
2078856,HOSPITAL DA GRACA COTIA
2078902,SANTA CASA PILAR DO SUL
2078937,SANTA CASA DE APARECIDA DOESTE
2079003,SERVICO DE SAUDE DR CANDIDO FERREIRA
2079011,HOSP LEITO E PRONTO ATENDIMENTO AURELINO ALVES DOS SANTOS
2079038,HOSPITAL SAO PAULO RIBEIRAO PRETO
2079046,UNIDADE MISTA DE SAUDE DE ROSEIRA DR PAULO GUIMARAES CASTRO
2079054,SANTA CASA DE MURUTINGA DO SUL
2079097,SANTA CASA DE CAPAO BONITO
2079119,CENTRO DE REF DA SAUDE DA MULHER DE R PRETO MATER
2079127,HOSPITAL SIRIO LIBANES
2079135,SANTA CASA DE MISERICORDIA DE TATUI
2079143,SANATORIO S3 CAMPOS DO JORDAO
2079178,MATERNIDADE MUNICIPAL
2079186,HOSP MUN MAT ESC DR MARIO DE MORAES A SILVA
2079194,HOSPITAL NESTOR GOULART REIS AMERICO BRASILIENSE
2079208,LAR ESPIRITA MARIA DE NAZARE MOJI MIRIM
2079216,HOSPITAL E MATERNIDADE JOSE FORTUNA
2079224,HOSPITAL SAO JOSE
2079232,HOSPITAL SANTA BARBARA
2079240,HOSPITAL GERAL JESUS TEIXEIRA DA COSTA GUAIANASES SAO PAULO
2079275,HOSPITAL SAO FRANCISCO RIBEIRAO PRETO
2079283,SANTA CASA DE PANORAMA
2079291,SANTA CASA DE PALMEIRA DOESTE
2079313,HOSPITAL SAO ROQUE CABREUVA
2079321,HOSPITAL GPACI SOROCABA
2079348,SANTA CASA DE IGARAPAVA
2079356,SANTA CASA DE TANABI
2079364,SANTA CASA DE MISERICORDIA DE SERRANA
2079380,SANTA CASA DE SALESOPOLIS
2079399,SANTA CASA DE MISERICORDIA TABATINGA SP
2079402,SANTA CASA SAO VICENTE DE PAULO BOA ESPERANCA DO SUL
2079410,COMPLEXO HOSPITALAR PADRE BENTO DE GUARULHOS
2079429,SANTA CASA SALTO DE PIRAPORA
2079437,HOSPITAL BENEFICENTE DE MARACAI
2079461,SANTA CASA DE MISERICORDIA SAO FRANCISCO BURITAMA
2079496,SANTA CASA DE CRAVINHOS
2079518,SANTA CASA DE MIS E MATERNIDADE N SRA DA CONCEICAO CUNHA
2079550,SANTA CASA DE SANTA ADELIA
2079569,HOSPITAL SAO PAULO
2079585,CASA DA CRIANCA HOSPITAL INFANTIL CAMPOS DO JORDAO
2079593,HOSPITAL SAO JOAO REGISTRO
2079615,HOSPITAL MUNICIPAL DE IBIUNA IBIUNA SP
2079631,INSTITUTO AGNES DE LEAO
2079682,SANTA CASA DE NEVES PAULISTA
2079690,SANTA CASA DE MISERICORDIA DE SAO LUIZ DO PARAITINGA
2079704,HOSPITAL DR RENATO SILVA DE SOCORRO
2079720,HOSPITAL GUILHERME ALVARO SANTOS
2079763,CASA CAIRBAR SCHUTEL
2079798,HOSPITAL DAS CLINICAS DA UNICAMP DE CAMPINAS
2079801,SANTA CASA DE SANTA BRANCA
2079828,HOSPITAL GERAL PIRAJUSSARA TABOAO DA SERRA
2079836,SANTA CASA DE MISERICORDIA ITAPOLIS
2079852,SANTA CASA DE PIRACAIA
2079860,SANTA CASA DE SUZANO
2079879,SANTA CASA DE TAQUARITUBA
2079895,SANTA CASA DE MISERICORDIA DE JALES
2079909,HOSP BENEFICENTE DE PIRANGI
2079917,SANTA CASA DE LOUVEIRA
2079925,SANTA CASA DE PORTO FELIZ
2079968,SANTA CASA DE URANIA
2079976,SANTA CASA DE LARANJAL PAULISTA
2080028,HOSPITAL MUNICIPAL DE DIADEMA HMD
2080044,SANTA CASA DE SAO JOAQUIM DA BARRA
2080052,HOSPITAL NOSSA SENHORA APARECIDA
2080060,HOSPITAL SANTA TEREZA SANTA ALBERTINA
